"hist.tmean.98th","hist.anomalies.tmean","recent.percent.tmean.anomaly","hist.above.prcp.98th","hist.anomalies.above.prcp","recent.percent.above.prcp.anomaly","hist.below.prcp.98th","hist.anomalies.below.prcp","recent.percent.below.prcp.anomaly"
39.8167138671875,1958,4.54545454545455,95.7109052042322,1974,4.54545454545455,50.4758450725886,1929,0
39.8167138671875,1992,4.54545454545455,95.7109052042322,1990,4.54545454545455,50.4758450725886,1952,0
