"Var","Period","YrCoeff(degF(in)/100yrs)","seSlope","probCoeff","probSign","r2"
"Tmean","1895-2022",0.286927947845237,0.25092064431622,0.254998653558213,"NS",0.0103003449829298
"Tmean","1970-2022",3.8791106676737,0.712263863540015,1.49033262414372e-06,"***",0.33703352601196
"Precip","1895-2022",6.35446114461917,2.19710080385528,0.0045079140047294,"**",0.0529567365371638
"Precip","1970-2022",-16.7838227692617,8.70202095382397,0.0593393674416938,"NS",0.0612887535913123
