"hist.tmean.98th","hist.anomalies.tmean","recent.percent.tmean.anomaly","hist.above.prcp.98th","hist.anomalies.above.prcp","recent.percent.above.prcp.anomaly","hist.below.prcp.98th","hist.anomalies.below.prcp","recent.percent.below.prcp.anomaly"
70.8338076171875,1910,77.2727272727273,16.059955554872,1932,0,3.92799043430118,1950,9.09090909090909
70.8338076171875,1989,77.2727272727273,16.059955554872,1983,0,3.92799043430118,1956,9.09090909090909
