"hist.tmean.98th","hist.anomalies.tmean","recent.percent.tmean.anomaly","hist.above.prcp.98th","hist.anomalies.above.prcp","recent.percent.above.prcp.anomaly","hist.below.prcp.98th","hist.anomalies.below.prcp","recent.percent.below.prcp.anomaly"
48.907091796875,1953,36.3636363636364,47.6045990711122,1951,27.2727272727273,28.3808216966043,1941,0
48.907091796875,1990,36.3636363636364,47.6045990711122,1990,27.2727272727273,28.3808216966043,1964,0
